dataset_group,task,pc1,pc2
B,stack the blocks,-0.3715219867855612,2.5256091360716333
B,go push the red block to the right,-2.2286915369441935,0.000954072357911032
B,push the pink block to the left,-2.5750711887954867,0.9176570673629765
B,push the blue block to the left,-2.814813285063217,-0.06041719715589553
B,rotate left the blue block,-3.3924352033003546,-0.57742719169818
B,"grasp the blue block, then turn it right",-0.7983874448891801,0.13301130503113193
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,stack blocks on top of each other,-0.47445788814573925,1.955012258798805
B,sweep the blue block to the right,-1.7550007230791702,-0.3438449770250279
B,grasp the blue block lying in the cabinet,2.366625235874964,0.6627993968800543
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,in the sliding cabinet grasp the red block,1.4999609503829008,0.8313372699024738
B,grasp the blue block lying in the drawer,3.8508396001660774,1.2753387436001877
B,grasp the pink block and lift it up,0.10589879506119215,2.000904891806456
B,go slide the pink block to the left,-2.340793685386759,0.9050819601383822
B,grasp the pink block on the table and lift it up,0.6879817246166458,1.9337795351830227
B,pick up the pink block on the table,0.14897643367731694,2.499257602012447
B,"grasp the pink block, then rotate it left",-1.4912125819331017,0.9045923211251522
B,go towards the red block in the drawer and pick it up,2.910693172655943,1.0868589258923982
B,grasp the red block and turn it left,-0.8862980938930367,0.637071017650125
B,grasp the pink block from the drawer,3.561408089064059,2.291435858986941
B,slide the blue block towards the right,-2.534284292742074,0.15720441803492466
B,go slide the blue block to the right,-2.4787272393527338,0.04527462226934245
B,"grasp the blue block, then rotate it left",-1.644901115369268,-0.015670638765497673
B,lift the red block lying on the shelf,0.7308199089678782,1.6355413190833437
B,pick up the pink block in the sliding cabinet,1.4594263227446385,1.1805849757633093
B,"grasp the blue block, then turn it left",-0.8187115386217401,0.042052901774509654
B,lift the blue block lying in the slider,-0.7264146764378577,0.6930618232746629
B,grasp the blue block on the table and lift it up,0.5639957263568894,1.2154810185456746
B,push the red block towards the left,-2.6072299115098265,0.2951992129991951
B,in the sliding cabinet grasp the red block,1.4999609503829008,0.8313372699024738
B,go push the red block to the right,-2.2286915369441935,0.000954072357911032
B,lift the blue block lying in the sliding cabinet,1.0578683573547718,0.20743655474053668
B,sweep the red block to the right,-1.5951040740089262,0.07804284064475894
B,push left the blue block,-2.632843348196143,-0.11984553281649023
B,slide the pink block towards the left,-2.42986110286408,1.0973880409621029
B,rotate the blue block towards the left,-3.3879371025544174,-0.6656217248689258
B,push right the blue block,-2.5225280262810283,0.18674636774007428
B,"grasp the blue block, then rotate it left",-1.644901115369268,-0.015670638765497673
B,take the red block and rotate it left,-2.623978104183178,0.06618186750347528
B,push the red block towards the right,-2.4387972072953326,0.282683378367181
B,"grasp the pink block, then rotate it right",-1.4243383876724993,0.863113330224426
B,push the red block towards the left,-2.6072299115098265,0.2951992129991951
B,slide the pink block to the right,-2.1791177614773196,1.168611363704379
B,"grasp the red block, then rotate it left",-1.5878253586494753,0.3769748669457169
B,rotate left the red block,-3.3215278939794133,-0.22551203092471528
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,rotate the red block towards the left,-3.328085299440323,-0.28285530901119044
B,rotate right the blue block,-3.3555676990138155,-0.4956185305779545
B,rotate right the blue block,-3.3555676990138155,-0.4956185305779545
B,sweep the blue block to the right,-1.7550007230791702,-0.3438449770250279
B,slide the red block towards the right,-2.427703847759367,0.5229736393962965
B,rotate left the pink block,-3.2395948503321663,0.38557890452832544
B,turn the blue block right,-2.6784692080915575,-0.39296579972795015
B,slide the blue block to the left,-2.645324200660222,0.2416206633813402
B,sweep the blue block to the left,-1.938182262670976,-0.41732088982596105
B,go slide the blue block to the left,-2.646842817976665,0.010981352542877595
B,slide left the blue block,-2.2547272808869407,0.2724333829502099
B,slide left the pink block,-1.861322913890935,1.1941292892800937
B,rotate the pink block towards the right,-3.227204547753128,0.2736373776543654
B,push right the pink block,-2.185150248415385,1.171679672262194
B,turn the red block right,-2.494281086375928,0.00025430557903643563
B,take the blue block and rotate it right,-2.58829862701566,-0.2507141339856982
B,"grasp the blue block, then rotate it right",-1.5748993019066817,-0.03763358562116366
B,take the blue block and rotate it right,-2.58829862701566,-0.2507141339856982
B,sweep the pink block to the left,-1.5285016191819378,0.49899287922950447
B,"grasp the blue block, then turn it right",-0.7983874448891801,0.13301130503113193
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,go push the pink block to the left,-2.465314931164169,0.5682751736619426
B,turn the pink block right,-2.3430721541193007,0.5903966943422314
B,take the pink block and rotate it right,-2.387829011980462,0.6014979756206997
B,grasp the pink block and turn it right,-0.7415089778063932,1.159668662255647
B,slide right the blue block,-2.4815951922612838,0.48736162698317104
B,grasp the door handle and move the door to the right,1.2940697074450993,-2.733477086337126
B,move the door to the left,-0.3290916728777963,-3.205923699741985
B,grasp the red block on the table and lift it up,0.6241062356910662,1.599769318127534
B,"grasp the pink block, then lift it up",0.26611977456799746,1.9287480736233549
B,close the cabinet drawer,5.130157078997056,-1.074406252888272
B,"grasp the door handle, then move the door to the left",1.3938876373867273,-2.628790593265563
B,turn off the yellow lamp,0.44116910915996155,-4.6280591599029295
B,push the drawer,4.446400198357311,-0.1656239975592706
B,sweep the object into the drawer,4.756983556518433,-0.6360744281064874
B,lift the blue block lying in the slider,-0.7264146764378577,0.6930618232746629
B,place the block on top of another block,-1.939265288578904,2.0383008466589287
B,take off the stacked block,-0.12187791810107955,1.3641874052337408
B,close the cabinet drawer,5.130157078997056,-1.074406252888272
B,push the door to the right side,0.015654599156228594,-2.9763748519908697
B,push the blue block to the right,-2.5665143954160383,0.012331323383848328
B,push the switch downwards,-0.7602018456962188,-3.689683659496996
B,lift the blue block in the drawer,3.1858764474012724,1.5661272365318657
B,toggle the button to turn off the green light,0.33399270717836826,-5.1127739907070815
B,grasp the door handle and move the door to the right,1.2940697074450993,-2.733477086337126
B,push the button to turn off the green light,0.19540430290722827,-5.030788914772166
B,grasp the pink block and rotate it right,-1.646960195543987,0.9873581438825192
B,move to the drawer and place the object,3.9560784069974155,-0.41327038229188545
B,rotate the red block towards the right,-3.217713728136973,-0.2746888826985919
B,pick up the pink block from the table,0.16898632124338392,2.472801837862382
B,grasp the pink block and rotate it right,-1.646960195543987,0.9873581438825192
B,lift the blue block lying in the drawer,3.305117393300388,1.3011672337942513
B,slide down the switch,0.21945322903440023,-3.0799157306599025
B,"slide the door to the left, then let it go",0.38210485077233936,-2.5978221405817385
B,lift the pink block lying in the drawer,3.1887953411226704,2.0792460602597695
B,take off the block that is on top of the other one,-1.044051023319735,0.4019142738519535
B,take the red block and turn it left,-1.7265905840214342,0.09349044006914842
B,take the pink block and rotate it left,-2.5253615894843047,0.6343137064787946
B,slide up the switch,0.4076203708104388,-2.7582775094392717
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,slide the door to the right side,0.39277510327986886,-2.5325310768141893
B,lift the blue block,-1.5565787356606218,1.0825621233854976
B,"grasp the drawer handle, then open it",5.351957731898719,-0.3962614992935576
B,push the button to turn on the led,0.9493623782836929,-4.59726456584174
B,put the grasped object in the cabinet,3.9738435851496363,-0.14536697468922374
B,"grasp the handle of the drawer, then open it",5.049678669014857,-0.41514961866221023
B,pick up the red block from the drawer,3.487722487866146,1.9392738067400141
B,grasp the red block and rotate it right,-1.7403861509084972,0.4345321144307118
B,turn off the led,0.6637664551893582,-4.5993047545011505
B,go towards the drawer and place the object,4.010156002603519,-0.31208182483635943
B,grasp the handle of the drawer and open it,5.07450447836155,-0.29005420767896106
B,go push the blue block to the left,-2.6883541423237727,-0.39115765600856245
B,turn off the led,0.6637664551893582,-4.5993047545011505
B,turn the red block right,-2.494281086375928,0.00025430557903643563
B,place the grasped object in the drawer,5.566205934604838,0.4949514549476108
B,put the grasped object in the slider,1.7481146166720525,-0.04687867231029061
B,store the grasped object in the drawer,5.672342266818313,0.9211826435246236
B,sweep the block into the drawer,3.433189030506897,0.6407106998587286
B,unstack the blocks,-0.20358649080767904,1.6088393350702324
B,grasp the blue block and turn it left,-1.066350009524196,0.15122292469123738
B,take the pink block and turn it left,-1.5780314711148402,0.6747829784094175
B,lift the pink block on the shelf,0.7976982277865496,2.382830995094639
B,push the drawer,4.446084998316402,-0.16542714983680842
B,grasp the blue block lying in the drawer,3.8508396001660774,1.2753387436001877
B,go slide the red block to the left,-2.444820790651144,0.3855030661448567
B,sweep the object into the drawer,4.756983556518433,-0.6360744281064874
B,pick up the pink block,-0.5422171266436955,2.8238429217344616
B,store the grasped object in the drawer,5.672342266818313,0.9211826435246236
B,pull the drawer,5.17338779427741,0.07996501971809317
B,go towards the drawer and place the object,4.010156002603519,-0.31208182483635943
B,go open the drawer,5.3270081283460575,-1.0738898295298238
B,go towards the blue block in the drawer and lift it,2.6822783744374785,0.8017348175054907
B,lift the red block from the table,-0.31259252551203964,1.7202566031060058
B,push the switch downwards,-0.7602018456962188,-3.689683659496996
B,sweep the blue block to the left,-1.938182262670976,-0.41732088982596105
B,grasp the red block on the table and lift it up,0.6241062356910662,1.599769318127534
B,in the slider grasp the red block,-0.4506631560209757,1.6161240759561954
B,lift the red block lying on the shelf,0.7308199089678782,1.6355413190833437
B,pick up the red block on the table,0.02857625615858516,2.0419019204737503
B,place the object in the drawer,4.904288447865493,-0.06061366844602747
B,push down the button to turn off the led light,0.9965472936483352,-5.112128586765248
B,toggle the button to turn off the green light,0.33399270717836826,-5.1127739907070815
B,turn on the led,0.2140885530041064,-4.537128941726357
B,toggle the button to turn off the led light,1.212311822192513,-5.370717969965236
B,stack the block on top of another block,-1.223415661503877,1.951654206779534
B,turn off the light bulb,1.1593405067216194,-4.920504379575812
B,put the block on top of another block,-1.6667697598544675,2.0396022211003686
B,push the pink block towards the right,-2.4416476433862426,0.9069173878165305
B,slide the blue block to the left,-2.645324200660222,0.2416206633813402
B,grasp the pink block on the table and lift it up,0.6879817246166458,1.9337795351830227
B,"grasp the pink block, then lift it up",0.26611977456799746,1.9287480736233549
B,rotate the blue block 90 degrees to the right,-3.1907801345107942,-1.0719147854818534
B,pick up the pink block in the sliding cabinet,1.4594263227446385,1.1805849757633093
B,in the cabinet grasp the blue block,2.1362074845707246,0.8827645148778289
B,push the switch upwards,-0.4237623455310352,-3.6605714914702965
B,pick up the red block,-0.8751925422878631,1.9641944970560952
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,slide down the switch,0.21945322903440023,-3.0799157306599025
B,"grasp the red block, then rotate it left",-1.5878253586494753,0.3769748669457169
B,push down the button to turn off the led light,0.9965472936483352,-5.112128586765248
B,pick up the pink block in the sliding cabinet,1.4594263227446385,1.1805849757633093
B,go push the pink block to the right,-2.21627174714002,0.5901152463468037
B,go slide the red block to the left,-2.444820790651144,0.3855030661448567
B,stack the blocks,-0.3718171949729212,2.525793586437324
B,"grasp the pink block on the table, then lift it up",0.6799906965061784,1.8664035206954896
B,push the pink block towards the right,-2.4416476433862426,0.9069173878165305
B,sweep the block into the drawer,3.433189030506897,0.6407106998587286
B,pick up the pink block in the drawer,3.3773251156750193,2.367237955047982
B,grasp the red block and lift it up,-0.03503327474571952,1.438604794552022
B,go push the blue block to the left,-2.6883541423237727,-0.39115765600856245
B,grasp the blue block in the drawer,3.800117941311556,1.4847323524722515
B,pick up the red block lying in the drawer,3.536256484285783,1.7244255490367388
B,pick up the blue block from the table,-0.032559301041405836,1.6253279219954577
B,grasp the pink block and rotate it right,-1.646960195543987,0.9873581438825192
B,grasp the blue block and lift it up,-0.13553942314700898,1.013085326362779
B,push right the red block,-2.270050986243049,0.5428620572076223
B,go slide the blue block to the right,-2.4787272393527338,0.04527462226934245
B,remove a block from the stack,0.1985735075202501,1.2021367281445083
B,grasp the red block from the drawer,3.7541854329981863,1.8045542160230545
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,grasp the red block on the table and lift it up,0.6241062356910662,1.599769318127534
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,lift the blue block lying in the drawer,3.305117393300388,1.3011672337942513
B,sweep the block into the drawer,3.433189030506897,0.6407106998587286
B,grasp the red block lying on the shelf,1.6042928901339182,1.89399601588155
B,push left the red block,-2.2625848626460865,0.25890723375625274
B,in the cabinet pick up the blue block,1.8281528278153727,0.7482427205069068
B,grasp the blue block lying on the shelf,1.5439533200381488,1.5036419928690372
B,pick up the blue block from the table,-0.032559301041405836,1.6253279219954577
B,in the sliding cabinet grasp the blue block,1.4688122134998292,0.4732299066469307
B,grasp the red block lying in the drawer,3.8144548581298996,1.5978349879085225
B,pick up the blue block from the shelf,1.1238917775924138,1.570070740316891
B,go slide the red block to the left,-2.444820790651144,0.3855030661448567
B,sweep the blue block to the left,-1.938182262670976,-0.41732088982596105
B,rotate the pink block to the left,-3.2928269907892616,0.21949739274527713
B,go slide the blue block to the left,-2.646842817976665,0.010981352542877595
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,go slide the red block to the right,-2.33200041833953,0.32320476378820906
B,push the pink block to the left,-2.5750711887954867,0.9176570673629765
B,go slide the blue block to the left,-2.646842817976665,0.010981352542877595
B,lift the blue block on the shelf,0.5392326119771701,1.5079843741418306
B,grasp the pink block lying in the slider,0.25652889366840936,1.6399993743173749
B,slide right the blue block,-2.4815951922612838,0.48736162698317104
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,slide the blue block to the right,-2.524528477292678,0.29895826761679495
B,slide left the blue block,-2.2547272808869407,0.2724333829502099
B,push right the red block,-2.270050986243049,0.5428620572076223
B,take the pink block and turn it left,-1.5780314711148402,0.6747829784094175
B,go push the blue block to the right,-2.415995903994589,-0.3508637256520303
B,rotate the blue block towards the right,-3.262011706448916,-0.6282672662899594
B,grasp the blue block and rotate it left,-1.899667882056673,0.1034570928584823
B,rotate left the pink block,-3.2395977144846917,0.3855790156343219
B,"grasp the pink block, then rotate it left",-1.4909355485008602,0.9045673816118275
B,"grasp the red block, then turn it left",-0.6279548001098417,0.5164802949920803
B,rotate the pink block 90 degrees to the left,-3.1963551379977218,-0.3243272687204215
B,push the red block to the right,-2.3851833031748932,0.37820967818233897
B,grasp the blue block and turn it right,-1.0178622498603294,0.16050712218134752
B,push right the blue block,-2.5225280262810283,0.18674636774007428
B,rotate the pink block towards the left,-3.3602078553296733,0.23289801073792857
B,rotate the pink block towards the right,-3.227204547753128,0.2736373776543654
B,push the pink block to the right,-2.3338705450245656,0.9885379156370241
B,"grasp the blue block, then rotate it right",-1.5748993019066817,-0.03763358562116366
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,slide the blue block to the left,-2.645324200660222,0.2416206633813402
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,go slide the blue block to the right,-2.4787272393527338,0.04527462226934245
B,"grasp the blue block, then rotate it right",-1.5748993019066817,-0.03763358562116366
B,sweep the blue block to the left,-1.938182262670976,-0.41732088982596105
B,turn the blue block right,-2.6784692080915575,-0.39296579972795015
B,push the pink block to the right,-2.3338705450245656,0.9885379156370241
B,"grasp the blue block, then rotate it right",-1.5748993019066817,-0.03763358562116366
B,rotate the blue block to the right,-3.214139451500706,-0.5899093331434694
B,push the pink block to the left,-2.5750711887954867,0.9176570673629765
B,slide the red block towards the left,-2.5262517408241165,0.5807581844808726
B,turn the blue block right,-2.6784692080915575,-0.39296579972795015
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,take the pink block and turn it right,-1.5276641580526091,0.74044751911746
B,push the pink block towards the left,-2.7029631321822083,0.8323546067391036
B,slide the pink block to the left,-2.335649641201637,1.1475738392314387
B,grasp the red block and rotate it right,-1.7403861509084972,0.4345321144307118
B,take the pink block and turn it right,-1.5276641580526091,0.74044751911746
B,"grasp the drawer handle, then close it",4.930555609379477,-0.3332105096871696
B,go towards the blue block in the drawer and pick it up,2.8389765672385505,0.8526982623907283
B,close the cabinet drawer,5.129915621388011,-1.0742153839783204
B,grasp the red block in the drawer,3.7904832340690815,1.7932103408043667
B,slide up the switch,0.4075852410681217,-2.758449019627077
B,push the switch upwards,-0.4237623455310352,-3.6605714914702965
B,pick up the red block from the drawer,3.487722487866146,1.9392738067400141
B,grasp the door handle and slide the door to the left,1.6023247760864587,-2.326686568174034
B,move the door all the way to the right and let go,-0.025694358444509083,-3.2745457287903577
B,lift the red block on the shelf,0.7232282462723053,1.8331369882063848
B,pick up the red block from the shelf,1.2881576709795364,1.8818122499810284
B,pick up the red block on the table,0.02857625615858516,2.0419019204737503
B,go to the tower of blocks and take off the top one,-1.1127519524898704,-0.3976565580460085
B,move the door to the right,-0.24150594952313878,-3.315688198293618
B,slide the blue block towards the left,-2.666226654160992,0.1678002420803754
B,"grasp the red block, then lift it up",0.12367480033107518,1.3890576358669477
B,push the blue block towards the left,-2.8618820205313704,-0.1926455779109562
B,grasp the drawer handle and close it,5.124537982199197,-0.17310481377782963
B,put the grasped block on top of a block,0.04066962414468934,2.203386159508878
B,turn on the yellow light,-0.30005083225645895,-4.987361737270406
B,put the block on top of another block,-1.6667697598544675,2.0396022211003686
B,pick up the blue block in the sliding cabinet,1.3592650050177604,0.37289084082776885
B,move the door all the way to the right,-0.21385274420972097,-3.252723551273848
B,pick up the blue block in the drawer,3.435481608691128,1.5992302156777265
B,put the object in the slider,0.6369605931272818,-0.7165079069597653
B,remove a block from the stack,0.1985735075202501,1.2021367281445083
B,lift the red block from the table,-0.31259252551203964,1.7202566031060058
B,push the blue block to the left,-2.814813285063217,-0.06041719715589553
B,push the door to the right side,0.015654599156228594,-2.9763748519908697
B,unstack the blocks,-0.20358649080767904,1.6088393350702324
B,toggle the button to turn off the green light,0.33399270717836826,-5.1127739907070815
B,place the grasped object in the drawer,5.566205934604838,0.4949514549476108
B,lift the blue block lying in the drawer,3.305117393300388,1.3011672337942513
B,go to the tower of blocks and take off the top one,-1.1127519524898704,-0.3976565580460085
B,push the object into the drawer,4.540053761889352,-0.19954188341464
B,take the blue block and rotate it left,-2.733294007990097,-0.26363779070297827
B,toggle the button to turn off the green light,0.33399270717836826,-5.1127739907070815
B,"grasp the door handle, then move the door to the left",1.3938876373867273,-2.628790593265563
B,pick up the blue block lying in the drawer,3.5082376779219286,1.4474446926062003
B,lift the red block,-1.2833440490594752,1.4327843782248837
B,move the light switch to turn off the light bulb,0.8988234811708222,-5.12859523104438
B,grasp the pink block lying in the drawer,3.676810711381317,2.0517591655218097
B,"grasp the door handle, then slide the door to the right",1.6507832357186283,-2.4133161508821925
B,toggle the light switch to turn off the light bulb,1.09680532840545,-5.073196538931251
B,place the grasped block on top of another block,-0.4574960972517662,2.336377486839312
B,open the drawer,5.811911922212726,-0.7931913016171934
B,move the door all the way to the left,-0.3407013848864799,-3.145518416003233
B,grasp the door handle and slide the door to the left,1.6023247760864587,-2.326686568174034
B,push the handle of the drawer,3.992909309907158,-0.033036350989895866
B,grasp the handle of the drawer and close it,4.838129099052529,-0.2223852504958673
B,push the block into the drawer,3.0838204861759797,1.1869440454159494
B,grasp the blue block and lift it up,-0.13566723506497555,1.0129729102360006
B,go open the drawer,5.3270081283460575,-1.0738898295298238
B,toggle the light switch to turn on the light bulb,0.9732242341376207,-5.086697499033389
B,move the door to the left,-0.3290916728777963,-3.205923699741985
B,go to the tower of blocks and take off the top one,-1.1127519524898704,-0.3976565580460085
B,slide down the switch,0.21945322903440023,-3.0799157306599025
B,lift the pink block up,-0.9938902598369133,2.21247444054689
B,rotate left the blue block,-3.3924352033003546,-0.57742719169818
B,move the door to the right side,-0.2725425729640335,-3.233286298615992
B,"grasp the pink block on the table, then lift it up",0.6799906965061784,1.8664035206954896
B,move the light switch to turn on the yellow light,0.027943847186182598,-4.918474870474988
B,slide left the blue block,-2.2547272808869407,0.2724333829502099
B,go towards the pink block in the drawer and pick it up,2.848928001103003,1.5829441055361058
B,rotate left the blue block,-3.3924352033003546,-0.57742719169818
B,pick up the red block,-0.8751925422878631,1.9641944970560952
B,push the switch upwards,-0.4237623455310352,-3.6605714914702965
B,lift the pink block lying in the sliding cabinet,1.135748891596573,1.0156270700637542
B,turn on the green light,-0.8431167869142682,-5.5285249021375265
B,slide the block into the drawer,3.0815399764661247,1.3218915702696132
B,slide the door all the way to the right,0.22051194524320608,-2.5611980564626577
B,lift the blue block,-1.5566494493213379,1.0821452755475518
B,in the cabinet grasp the red block,2.112777699656775,1.2452533933102412
B,place the grasped block on top of another block,-0.4574960972517662,2.336377486839312
B,lift the blue block up,-1.4489346397516685,1.0277811579029323
B,pick up the red block in the drawer,3.5238014932518085,1.8645560665074252
B,take the blue block and rotate it left,-2.733294007990097,-0.26363779070297827
B,in the slider grasp the pink block,-0.2841160192638573,2.0528949380827672
B,sweep the block into the drawer,3.433189030506897,0.6407106998587286
B,pick up the blue block from the drawer,3.3885340012031153,1.6743239435875308
B,sweep the blue block to the right,-1.7550007230791702,-0.3438449770250279
B,turn off the green light,-0.47664236379357827,-5.260469261000577
B,lift the blue block in the drawer,3.1858764474012724,1.5661272365318657
B,pick up the pink block from the table,0.1691337603130875,2.472663217675506
B,toggle the button to turn off the led,1.3433320204919983,-4.8122445645205945
B,push down the button to turn off the green light,0.0951317365286539,-4.876996351348256
B,remove the top block,-0.8301575439130796,1.2152057737960025
B,put the grasped block on top of a block,0.04066962414468934,2.203386159508878
B,pick up the pink block on the table,0.14897643367731694,2.499257602012447
B,move the light switch to turn off the light bulb,0.8988234811708222,-5.12859523104438
B,collapse the stacked blocks,-0.55450621096467,1.656694644195107
B,go towards the red block in the drawer and pick it up,2.910693172655943,1.0868589258923982
